subject,recall,item_who,word_who,list,soa,listtype
14,0,oddball_minus_one,tumor,19,1,emotional
14,1,oddball_minus_one,traidor,20,6,emotional
14,1,oddball_minus_one,ceguera,21,6,emotional
14,0,oddball_minus_one,violacion,22,6,emotional
14,0,oddball_minus_one,sida,25,4,emotional
14,0,oddball_minus_one,suicida,27,4,emotional
14,1,oddball_minus_one,crimen,30,6,emotional
14,1,oddball_minus_one,plaga,36,4,emotional
14,0,oddball_minus_one,cancer,38,1,emotional
15,0,oddball_minus_one,morgue,3,6,emotional
15,0,oddball_minus_one,sida,5,6,emotional
15,1,oddball_minus_one,asesino,6,2,emotional
15,1,oddball_minus_one,ahogado,8,3,emotional
15,1,oddball_minus_one,hambruna,10,4,emotional
15,1,oddball_minus_one,cancer,11,2,emotional
15,0,oddball_minus_one,paraplejico,14,3,emotional
15,1,oddball_minus_one,tumor,16,6,emotional
15,0,oddball_minus_one,violacion,17,4,emotional
15,0,oddball_minus_one,suicida,19,1,emotional
15,0,oddball_minus_one,plaga,20,6,emotional
15,0,oddball_minus_one,nazi,22,4,emotional
15,1,oddball_minus_one,terrorista,25,2,emotional
15,0,oddball_minus_one,ceguera,26,3,emotional
15,0,oddball_minus_one,masacre,30,1,emotional
15,0,oddball_minus_one,crimen,32,2,emotional
15,0,oddball_minus_one,amputacion,35,4,emotional
15,1,oddball_minus_one,traidor,37,1,emotional
15,1,oddball_minus_one,sufrimiento,38,3,emotional
15,1,oddball_minus_one,asfixia,39,1,emotional
16,0,oddball_minus_one,traidor,1,1,emotional
16,0,oddball_minus_one,suicida,3,6,emotional
16,0,oddball_minus_one,ceguera,4,2,emotional
16,0,oddball_minus_one,masacre,5,2,emotional
16,0,oddball_minus_one,asesino,6,6,emotional
16,1,oddball_minus_one,amputacion,8,6,emotional
16,1,oddball_minus_one,crimen,9,3,emotional
16,0,oddball_minus_one,sida,10,2,emotional
16,0,oddball_minus_one,terrorista,12,3,emotional
16,1,oddball_minus_one,morgue,14,4,emotional
16,0,oddball_minus_one,sufrimiento,18,1,emotional
16,0,oddball_minus_one,tumor,23,2,emotional
16,0,oddball_minus_one,hambruna,24,6,emotional
16,1,oddball_minus_one,plaga,26,3,emotional
16,1,oddball_minus_one,asfixia,30,1,emotional
16,0,oddball_minus_one,cancer,31,4,emotional
16,0,oddball_minus_one,violacion,32,4,emotional
16,0,oddball_minus_one,nazi,36,4,emotional
16,0,oddball_minus_one,paraplejico,38,3,emotional
16,0,oddball_minus_one,ahogado,39,1,emotional
17,0,oddball_minus_one,asfixia,3,3,emotional
17,1,oddball_minus_one,nazi,5,6,emotional
17,1,oddball_minus_one,asesino,6,2,emotional
17,1,oddball_minus_one,tumor,8,1,emotional
17,1,oddball_minus_one,amputacion,10,4,emotional
17,1,oddball_minus_one,suicida,11,4,emotional
17,0,oddball_minus_one,plaga,12,3,emotional
17,0,oddball_minus_one,morgue,15,2,emotional
17,0,oddball_minus_one,masacre,17,2,emotional
17,1,oddball_minus_one,sida,20,4,emotional
17,0,oddball_minus_one,hambruna,22,6,emotional
17,0,oddball_minus_one,traidor,23,3,emotional
17,1,oddball_minus_one,cancer,24,1,emotional
17,1,oddball_minus_one,violacion,26,6,emotional
17,1,oddball_minus_one,sufrimiento,28,3,emotional
17,0,oddball_minus_one,crimen,29,1,emotional
17,0,oddball_minus_one,ahogado,30,1,emotional
17,1,oddball_minus_one,terrorista,36,6,emotional
17,0,oddball_minus_one,ceguera,37,4,emotional
17,0,oddball_minus_one,paraplejico,38,2,emotional
18,0,oddball_minus_one,morgue,3,3,emotional
18,1,oddball_minus_one,terrorista,7,4,emotional
18,1,oddball_minus_one,amputacion,8,2,emotional
18,1,oddball_minus_one,tumor,10,6,emotional
18,0,oddball_minus_one,suicida,11,2,emotional
18,1,oddball_minus_one,nazi,12,1,emotional
18,0,oddball_minus_one,asfixia,17,3,emotional
18,0,oddball_minus_one,ahogado,20,3,emotional
18,1,oddball_minus_one,sida,21,4,emotional
18,0,oddball_minus_one,plaga,22,1,emotional
18,0,oddball_minus_one,ceguera,24,2,emotional
18,0,oddball_minus_one,violacion,26,6,emotional
18,1,oddball_minus_one,sufrimiento,28,4,emotional
18,0,oddball_minus_one,traidor,29,1,emotional
18,0,oddball_minus_one,paraplejico,30,2,emotional
18,1,oddball_minus_one,cancer,32,6,emotional
18,1,oddball_minus_one,masacre,34,4,emotional
18,1,oddball_minus_one,crimen,36,1,emotional
18,1,oddball_minus_one,hambruna,37,3,emotional
18,1,oddball_minus_one,asesino,38,6,emotional
19,0,oddball_minus_one,sida,1,3,emotional
19,0,oddball_minus_one,masacre,2,1,emotional
19,0,oddball_minus_one,asfixia,3,4,emotional
19,0,oddball_minus_one,amputacion,5,3,emotional
19,0,oddball_minus_one,suicida,7,4,emotional
19,0,oddball_minus_one,violacion,10,2,emotional
19,0,oddball_minus_one,sufrimiento,14,3,emotional
19,0,oddball_minus_one,asesino,16,4,emotional
19,1,oddball_minus_one,traidor,17,2,emotional
19,0,oddball_minus_one,ceguera,18,1,emotional
19,0,oddball_minus_one,crimen,20,3,emotional
19,1,oddball_minus_one,tumor,23,2,emotional
19,0,oddball_minus_one,ahogado,25,6,emotional
19,1,oddball_minus_one,terrorista,27,1,emotional
19,0,oddball_minus_one,plaga,30,6,emotional
19,0,oddball_minus_one,hambruna,32,1,emotional
19,0,oddball_minus_one,paraplejico,33,4,emotional
19,1,oddball_minus_one,nazi,36,2,emotional
19,0,oddball_minus_one,cancer,37,6,emotional
19,0,oddball_minus_one,morgue,38,6,emotional
20,0,oddball_minus_one,violacion,5,6,emotional
20,1,oddball_minus_one,masacre,6,1,emotional
20,1,oddball_minus_one,asfixia,7,3,emotional
20,0,oddball_minus_one,traidor,9,1,emotional
20,1,oddball_minus_one,ahogado,12,6,emotional
20,1,oddball_minus_one,morgue,13,3,emotional
20,0,oddball_minus_one,paraplejico,16,3,emotional
20,0,oddball_minus_one,plaga,20,2,emotional
20,0,oddball_minus_one,sida,21,4,emotional
20,1,oddball_minus_one,hambruna,22,4,emotional
20,1,oddball_minus_one,suicida,23,3,emotional
20,0,oddball_minus_one,terrorista,26,4,emotional
20,1,oddball_minus_one,cancer,27,4,emotional
20,0,oddball_minus_one,ceguera,31,1,emotional
20,1,oddball_minus_one,nazi,32,2,emotional
20,0,oddball_minus_one,sufrimiento,34,1,emotional
20,1,oddball_minus_one,amputacion,36,6,emotional
20,1,oddball_minus_one,crimen,37,6,emotional
20,1,oddball_minus_one,tumor,39,2,emotional
20,0,oddball_minus_one,asesino,40,2,emotional
21,1,oddball_minus_one,hambruna,3,1,emotional
21,1,oddball_minus_one,amputacion,4,2,emotional
21,1,oddball_minus_one,nazi,7,6,emotional
21,1,oddball_minus_one,crimen,8,4,emotional
21,0,oddball_minus_one,sida,10,3,emotional
21,1,oddball_minus_one,suicida,12,6,emotional
21,1,oddball_minus_one,tumor,14,4,emotional
21,0,oddball_minus_one,asfixia,15,1,emotional
21,0,oddball_minus_one,violacion,16,4,emotional
21,0,oddball_minus_one,traidor,20,2,emotional
21,1,oddball_minus_one,ahogado,23,2,emotional
21,0,oddball_minus_one,plaga,25,6,emotional
21,1,oddball_minus_one,sufrimiento,27,3,emotional
21,1,oddball_minus_one,morgue,28,2,emotional
21,0,oddball_minus_one,masacre,29,4,emotional
21,0,oddball_minus_one,terrorista,30,1,emotional
21,1,oddball_minus_one,asesino,31,6,emotional
21,0,oddball_minus_one,ceguera,32,3,emotional
21,0,oddball_minus_one,paraplejico,36,1,emotional
21,1,oddball_minus_one,cancer,40,3,emotional
22,0,oddball_minus_one,asfixia,1,6,emotional
22,0,oddball_minus_one,morgue,2,4,emotional
22,1,oddball_minus_one,nazi,3,6,emotional
22,0,oddball_minus_one,ahogado,5,1,emotional
22,1,oddball_minus_one,traidor,7,2,emotional
22,0,oddball_minus_one,masacre,9,2,emotional
22,1,oddball_minus_one,asesino,10,4,emotional
22,0,oddball_minus_one,paraplejico,13,3,emotional
22,0,oddball_minus_one,crimen,16,1,emotional
22,1,oddball_minus_one,tumor,17,6,emotional
22,0,oddball_minus_one,hambruna,21,1,emotional
22,1,oddball_minus_one,sufrimiento,22,2,emotional
22,1,oddball_minus_one,sida,26,3,emotional
22,1,oddball_minus_one,ceguera,27,3,emotional
22,1,oddball_minus_one,amputacion,31,1,emotional
22,1,oddball_minus_one,terrorista,32,4,emotional
22,0,oddball_minus_one,violacion,33,6,emotional
22,1,oddball_minus_one,plaga,34,4,emotional
22,1,oddball_minus_one,suicida,36,2,emotional
22,1,oddball_minus_one,cancer,40,3,emotional
23,0,oddball_minus_one,hambruna,1,4,emotional
23,1,oddball_minus_one,paraplejico,2,3,emotional
23,0,oddball_minus_one,violacion,3,3,emotional
23,0,oddball_minus_one,traidor,5,6,emotional
23,0,oddball_minus_one,ahogado,7,4,emotional
23,1,oddball_minus_one,cancer,11,1,emotional
23,1,oddball_minus_one,plaga,12,2,emotional
23,1,oddball_minus_one,morgue,13,2,emotional
23,0,oddball_minus_one,sida,14,3,emotional
23,1,oddball_minus_one,amputacion,15,6,emotional
23,0,oddball_minus_one,sufrimiento,17,2,emotional
23,0,oddball_minus_one,asfixia,18,6,emotional
23,0,oddball_minus_one,terrorista,19,2,emotional
23,0,oddball_minus_one,crimen,22,4,emotional
23,0,oddball_minus_one,masacre,23,6,emotional
23,0,oddball_minus_one,nazi,25,1,emotional
23,0,oddball_minus_one,suicida,27,4,emotional
23,0,oddball_minus_one,ceguera,30,1,emotional
23,0,oddball_minus_one,tumor,38,1,emotional
23,0,oddball_minus_one,asesino,40,3,emotional
24,1,oddball_minus_one,asesino,2,3,emotional
24,0,oddball_minus_one,nazi,4,1,emotional
24,1,oddball_minus_one,suicida,6,6,emotional
24,0,oddball_minus_one,ceguera,7,4,emotional
24,1,oddball_minus_one,ahogado,8,2,emotional
24,1,oddball_minus_one,hambruna,9,4,emotional
24,0,oddball_minus_one,morgue,10,4,emotional
24,1,oddball_minus_one,amputacion,13,1,emotional
24,1,oddball_minus_one,paraplejico,17,1,emotional
24,1,oddball_minus_one,crimen,18,6,emotional
24,1,oddball_minus_one,sida,20,3,emotional
24,0,oddball_minus_one,cancer,21,2,emotional
24,0,oddball_minus_one,violacion,23,6,emotional
24,0,oddball_minus_one,plaga,24,3,emotional
24,1,oddball_minus_one,sufrimiento,25,1,emotional
24,1,oddball_minus_one,masacre,26,2,emotional
24,1,oddball_minus_one,tumor,33,2,emotional
24,0,oddball_minus_one,asfixia,37,3,emotional
24,0,oddball_minus_one,traidor,38,4,emotional
24,0,oddball_minus_one,terrorista,39,6,emotional
25,1,oddball_minus_one,amputacion,4,6,emotional
25,0,oddball_minus_one,plaga,5,1,emotional
25,1,oddball_minus_one,traidor,8,3,emotional
25,0,oddball_minus_one,cancer,9,6,emotional
25,0,oddball_minus_one,suicida,10,6,emotional
25,0,oddball_minus_one,ceguera,12,2,emotional
25,0,oddball_minus_one,paraplejico,14,1,emotional
25,0,oddball_minus_one,ahogado,16,3,emotional
25,0,oddball_minus_one,terrorista,17,2,emotional
25,0,oddball_minus_one,hambruna,18,1,emotional
25,1,oddball_minus_one,sida,19,6,emotional
25,0,oddball_minus_one,crimen,22,1,emotional
25,0,oddball_minus_one,sufrimiento,23,2,emotional
25,1,oddball_minus_one,nazi,26,3,emotional
25,1,oddball_minus_one,asfixia,28,4,emotional
25,1,oddball_minus_one,violacion,29,3,emotional
25,0,oddball_minus_one,masacre,30,4,emotional
25,1,oddball_minus_one,asesino,32,4,emotional
25,0,oddball_minus_one,tumor,33,2,emotional
25,0,oddball_minus_one,morgue,37,4,emotional
26,0,oddball_minus_one,ceguera,1,1,emotional
26,0,oddball_minus_one,sufrimiento,2,3,emotional
26,0,oddball_minus_one,masacre,3,2,emotional
26,0,oddball_minus_one,amputacion,4,2,emotional
26,1,oddball_minus_one,crimen,5,6,emotional
26,0,oddball_minus_one,hambruna,6,2,emotional
26,1,oddball_minus_one,morgue,8,3,emotional
26,0,oddball_minus_one,violacion,14,4,emotional
26,0,oddball_minus_one,asesino,15,4,emotional
26,0,oddball_minus_one,terrorista,16,6,emotional
26,0,oddball_minus_one,nazi,19,1,emotional
26,0,oddball_minus_one,ahogado,21,3,emotional
26,1,oddball_minus_one,plaga,22,6,emotional
26,0,oddball_minus_one,asfixia,24,3,emotional
26,0,oddball_minus_one,tumor,25,1,emotional
26,0,oddball_minus_one,suicida,26,4,emotional
26,0,oddball_minus_one,traidor,28,2,emotional
26,1,oddball_minus_one,sida,33,1,emotional
26,0,oddball_minus_one,paraplejico,35,6,emotional
26,1,oddball_minus_one,cancer,40,4,emotional
27,0,oddball_minus_one,hambruna,2,4,emotional
27,0,oddball_minus_one,sufrimiento,4,2,emotional
27,1,oddball_minus_one,ahogado,9,6,emotional
27,0,oddball_minus_one,amputacion,10,2,emotional
27,1,oddball_minus_one,plaga,11,2,emotional
27,0,oddball_minus_one,terrorista,12,1,emotional
27,0,oddball_minus_one,ceguera,13,6,emotional
27,1,oddball_minus_one,sida,14,3,emotional
27,1,oddball_minus_one,asesino,15,3,emotional
27,1,oddball_minus_one,cancer,17,4,emotional
27,1,oddball_minus_one,violacion,19,6,emotional
27,0,oddball_minus_one,crimen,20,3,emotional
27,1,oddball_minus_one,suicida,21,4,emotional
27,0,oddball_minus_one,morgue,26,1,emotional
27,1,oddball_minus_one,tumor,27,1,emotional
27,1,oddball_minus_one,traidor,29,6,emotional
27,0,oddball_minus_one,asfixia,30,3,emotional
27,0,oddball_minus_one,nazi,32,1,emotional
27,0,oddball_minus_one,masacre,36,2,emotional
27,0,oddball_minus_one,paraplejico,38,4,emotional
28,0,oddball_minus_one,violacion,1,2,emotional
28,1,oddball_minus_one,sida,4,6,emotional
28,0,oddball_minus_one,cancer,5,4,emotional
28,1,oddball_minus_one,plaga,6,4,emotional
28,0,oddball_minus_one,nazi,7,1,emotional
28,0,oddball_minus_one,paraplejico,9,6,emotional
28,0,oddball_minus_one,amputacion,12,6,emotional
28,0,oddball_minus_one,sufrimiento,13,1,emotional
28,0,oddball_minus_one,morgue,17,3,emotional
28,1,oddball_minus_one,traidor,19,4,emotional
28,1,oddball_minus_one,terrorista,20,6,emotional
28,1,oddball_minus_one,crimen,22,1,emotional
28,1,oddball_minus_one,tumor,23,3,emotional
28,0,oddball_minus_one,masacre,25,2,emotional
28,1,oddball_minus_one,ceguera,26,2,emotional
28,0,oddball_minus_one,hambruna,28,3,emotional
28,0,oddball_minus_one,suicida,30,3,emotional
28,1,oddball_minus_one,asfixia,35,2,emotional
28,1,oddball_minus_one,asesino,37,4,emotional
28,0,oddball_minus_one,ahogado,40,1,emotional
29,0,oddball_minus_one,hambruna,1,6,emotional
29,0,oddball_minus_one,cancer,2,1,emotional
29,1,oddball_minus_one,sida,4,3,emotional
29,0,oddball_minus_one,nazi,7,6,emotional
29,0,oddball_minus_one,paraplejico,13,6,emotional
29,0,oddball_minus_one,tumor,14,4,emotional
29,0,oddball_minus_one,ahogado,15,2,emotional
29,0,oddball_minus_one,terrorista,16,1,emotional
29,0,oddball_minus_one,morgue,17,6,emotional
29,0,oddball_minus_one,suicida,18,3,emotional
29,1,oddball_minus_one,masacre,19,2,emotional
29,1,oddball_minus_one,traidor,21,3,emotional
29,1,oddball_minus_one,ceguera,23,4,emotional
29,1,oddball_minus_one,crimen,24,2,emotional
29,0,oddball_minus_one,violacion,25,3,emotional
29,1,oddball_minus_one,plaga,26,4,emotional
29,0,oddball_minus_one,asfixia,27,2,emotional
29,0,oddball_minus_one,sufrimiento,28,1,emotional
29,0,oddball_minus_one,amputacion,29,1,emotional
29,0,oddball_minus_one,asesino,40,4,emotional
30,0,oddball_minus_one,hambruna,1,1,emotional
30,0,oddball_minus_one,amputacion,2,2,emotional
30,0,oddball_minus_one,ceguera,6,3,emotional
30,0,oddball_minus_one,paraplejico,7,4,emotional
30,1,oddball_minus_one,sida,8,6,emotional
30,0,oddball_minus_one,plaga,10,1,emotional
30,0,oddball_minus_one,cancer,11,3,emotional
30,0,oddball_minus_one,traidor,13,4,emotional
30,0,oddball_minus_one,terrorista,14,1,emotional
30,0,oddball_minus_one,ahogado,16,2,emotional
30,1,oddball_minus_one,violacion,21,3,emotional
30,0,oddball_minus_one,masacre,23,6,emotional
30,0,oddball_minus_one,asesino,27,4,emotional
30,0,oddball_minus_one,morgue,30,3,emotional
30,0,oddball_minus_one,nazi,31,4,emotional
30,1,oddball_minus_one,sufrimiento,34,6,emotional
30,1,oddball_minus_one,asfixia,35,6,emotional
30,0,oddball_minus_one,tumor,37,1,emotional
30,0,oddball_minus_one,suicida,38,2,emotional
30,0,oddball_minus_one,crimen,39,2,emotional
31,1,oddball_minus_one,violacion,3,2,emotional
31,0,oddball_minus_one,sida,4,6,emotional
31,1,oddball_minus_one,terrorista,5,1,emotional
31,0,oddball_minus_one,sufrimiento,7,1,emotional
31,0,oddball_minus_one,crimen,10,1,emotional
31,1,oddball_minus_one,cancer,13,3,emotional
31,0,oddball_minus_one,tumor,15,1,emotional
31,0,oddball_minus_one,ahogado,17,6,emotional
31,1,oddball_minus_one,suicida,18,3,emotional
31,0,oddball_minus_one,ceguera,19,4,emotional
31,1,oddball_minus_one,plaga,20,6,emotional
31,1,oddball_minus_one,asfixia,21,4,emotional
31,0,oddball_minus_one,hambruna,23,4,emotional
31,1,oddball_minus_one,traidor,28,3,emotional
31,1,oddball_minus_one,morgue,32,2,emotional
31,1,oddball_minus_one,nazi,33,2,emotional
31,1,oddball_minus_one,paraplejico,36,4,emotional
31,0,oddball_minus_one,amputacion,38,6,emotional
31,0,oddball_minus_one,masacre,39,3,emotional
31,0,oddball_minus_one,asesino,40,2,emotional
32,1,oddball_minus_one,amputacion,1,4,emotional
32,1,oddball_minus_one,asesino,2,1,emotional
32,0,oddball_minus_one,crimen,3,3,emotional
32,1,oddball_minus_one,sufrimiento,5,3,emotional
32,1,oddball_minus_one,sida,10,2,emotional
32,1,oddball_minus_one,ceguera,11,2,emotional
32,1,oddball_minus_one,masacre,13,2,emotional
32,0,oddball_minus_one,traidor,14,6,emotional
32,0,oddball_minus_one,ahogado,16,1,emotional
32,1,oddball_minus_one,morgue,17,4,emotional
32,0,oddball_minus_one,asfixia,22,1,emotional
32,0,oddball_minus_one,suicida,24,1,emotional
32,1,oddball_minus_one,hambruna,25,6,emotional
32,0,oddball_minus_one,violacion,26,3,emotional
32,1,oddball_minus_one,cancer,34,6,emotional
32,1,oddball_minus_one,plaga,35,4,emotional
32,0,oddball_minus_one,paraplejico,36,4,emotional
32,0,oddball_minus_one,terrorista,37,2,emotional
32,0,oddball_minus_one,nazi,38,3,emotional
32,1,oddball_minus_one,tumor,40,6,emotional
33,1,oddball_minus_one,paraplejico,2,3,emotional
33,0,oddball_minus_one,ahogado,7,1,emotional
33,0,oddball_minus_one,ceguera,8,4,emotional
33,0,oddball_minus_one,sufrimiento,10,1,emotional
33,0,oddball_minus_one,asesino,11,4,emotional
33,1,oddball_minus_one,masacre,13,2,emotional
33,0,oddball_minus_one,nazi,15,6,emotional
33,1,oddball_minus_one,suicida,16,4,emotional
33,1,oddball_minus_one,crimen,18,3,emotional
33,0,oddball_minus_one,sida,19,1,emotional
33,0,oddball_minus_one,violacion,22,2,emotional
33,1,oddball_minus_one,cancer,23,2,emotional
33,0,oddball_minus_one,morgue,24,1,emotional
33,0,oddball_minus_one,amputacion,26,3,emotional
33,1,oddball_minus_one,asfixia,28,2,emotional
33,1,oddball_minus_one,terrorista,29,6,emotional
33,1,oddball_minus_one,hambruna,30,6,emotional
33,0,oddball_minus_one,plaga,34,4,emotional
33,0,oddball_minus_one,traidor,35,3,emotional
33,1,oddball_minus_one,tumor,36,6,emotional
34,1,oddball_minus_one,crimen,2,4,emotional
34,0,oddball_minus_one,ceguera,3,4,emotional
34,1,oddball_minus_one,terrorista,4,6,emotional
34,1,oddball_minus_one,morgue,7,3,emotional
34,1,oddball_minus_one,violacion,9,4,emotional
34,0,oddball_minus_one,amputacion,10,3,emotional
34,0,oddball_minus_one,sida,12,1,emotional
34,1,oddball_minus_one,masacre,14,4,emotional
34,1,oddball_minus_one,tumor,15,6,emotional
34,0,oddball_minus_one,sufrimiento,21,2,emotional
34,1,oddball_minus_one,suicida,24,1,emotional
34,0,oddball_minus_one,nazi,25,6,emotional
34,0,oddball_minus_one,asfixia,26,2,emotional
34,1,oddball_minus_one,ahogado,30,1,emotional
34,0,oddball_minus_one,hambruna,31,2,emotional
34,1,oddball_minus_one,plaga,33,6,emotional
34,1,oddball_minus_one,traidor,35,3,emotional
34,1,oddball_minus_one,cancer,38,1,emotional
34,0,oddball_minus_one,paraplejico,39,2,emotional
34,1,oddball_minus_one,asesino,40,3,emotional
35,0,oddball_minus_one,ceguera,1,4,emotional
35,0,oddball_minus_one,crimen,2,4,emotional
35,1,oddball_minus_one,suicida,3,1,emotional
35,0,oddball_minus_one,hambruna,8,2,emotional
35,1,oddball_minus_one,traidor,10,3,emotional
35,1,oddball_minus_one,ahogado,11,1,emotional
35,0,oddball_minus_one,sufrimiento,13,3,emotional
35,0,oddball_minus_one,paraplejico,14,1,emotional
35,0,oddball_minus_one,asesino,18,2,emotional
35,0,oddball_minus_one,cancer,19,4,emotional
35,0,oddball_minus_one,nazi,20,2,emotional
35,0,oddball_minus_one,violacion,21,3,emotional
35,1,oddball_minus_one,tumor,22,6,emotional
35,0,oddball_minus_one,sida,26,2,emotional
35,0,oddball_minus_one,terrorista,32,3,emotional
35,0,oddball_minus_one,plaga,34,4,emotional
35,0,oddball_minus_one,amputacion,35,6,emotional
35,1,oddball_minus_one,morgue,37,6,emotional
35,1,oddball_minus_one,asfixia,38,6,emotional
35,1,oddball_minus_one,masacre,40,1,emotional
36,0,oddball_minus_one,terrorista,1,2,emotional
36,1,oddball_minus_one,masacre,6,6,emotional
36,1,oddball_minus_one,sufrimiento,8,3,emotional
36,1,oddball_minus_one,traidor,11,1,emotional
36,1,oddball_minus_one,asesino,12,2,emotional
36,0,oddball_minus_one,plaga,14,3,emotional
36,0,oddball_minus_one,ahogado,15,3,emotional
36,0,oddball_minus_one,amputacion,16,1,emotional
36,1,oddball_minus_one,nazi,17,1,emotional
36,1,oddball_minus_one,hambruna,18,4,emotional
36,0,oddball_minus_one,morgue,19,2,emotional
36,0,oddball_minus_one,asfixia,23,6,emotional
36,0,oddball_minus_one,cancer,24,6,emotional
36,0,oddball_minus_one,ceguera,26,4,emotional
36,1,oddball_minus_one,violacion,29,6,emotional
36,1,oddball_minus_one,sida,31,1,emotional
36,1,oddball_minus_one,suicida,32,4,emotional
36,0,oddball_minus_one,tumor,35,2,emotional
36,1,oddball_minus_one,paraplejico,36,4,emotional
36,1,oddball_minus_one,crimen,39,3,emotional
37,0,oddball_minus_one,morgue,4,4,emotional
37,1,oddball_minus_one,traidor,6,3,emotional
37,1,oddball_minus_one,nazi,10,6,emotional
37,0,oddball_minus_one,sida,11,1,emotional
37,0,oddball_minus_one,cancer,13,4,emotional
37,1,oddball_minus_one,asfixia,14,3,emotional
37,1,oddball_minus_one,asesino,15,4,emotional
37,1,oddball_minus_one,amputacion,16,2,emotional
37,1,oddball_minus_one,ahogado,17,4,emotional
37,0,oddball_minus_one,plaga,19,6,emotional
37,0,oddball_minus_one,terrorista,20,1,emotional
37,1,oddball_minus_one,hambruna,25,6,emotional
37,0,oddball_minus_one,tumor,26,3,emotional
37,0,oddball_minus_one,crimen,27,1,emotional
37,1,oddball_minus_one,paraplejico,28,2,emotional
37,1,oddball_minus_one,suicida,30,2,emotional
37,0,oddball_minus_one,violacion,32,2,emotional
37,1,oddball_minus_one,ceguera,34,6,emotional
37,1,oddball_minus_one,masacre,35,1,emotional
37,0,oddball_minus_one,sufrimiento,37,3,emotional
38,1,oddball_minus_one,ceguera,2,6,emotional
38,0,oddball_minus_one,crimen,5,2,emotional
38,1,oddball_minus_one,terrorista,7,1,emotional
38,0,oddball_minus_one,asesino,10,3,emotional
38,0,oddball_minus_one,masacre,11,3,emotional
38,1,oddball_minus_one,tumor,12,4,emotional
38,1,oddball_minus_one,suicida,13,4,emotional
38,0,oddball_minus_one,sida,18,3,emotional
38,0,oddball_minus_one,hambruna,19,6,emotional
38,0,oddball_minus_one,paraplejico,20,6,emotional
38,0,oddball_minus_one,asfixia,22,2,emotional
38,1,oddball_minus_one,amputacion,26,3,emotional
38,1,oddball_minus_one,violacion,27,1,emotional
38,0,oddball_minus_one,plaga,28,2,emotional
38,1,oddball_minus_one,sufrimiento,29,4,emotional
38,0,oddball_minus_one,cancer,31,1,emotional
38,0,oddball_minus_one,nazi,33,2,emotional
38,0,oddball_minus_one,traidor,34,4,emotional
38,0,oddball_minus_one,ahogado,36,6,emotional
38,1,oddball_minus_one,morgue,38,1,emotional
39,0,oddball_minus_one,suicida,4,2,emotional
39,0,oddball_minus_one,ceguera,5,4,emotional
39,1,oddball_minus_one,plaga,6,3,emotional
39,0,oddball_minus_one,violacion,9,1,emotional
39,1,oddball_minus_one,crimen,11,4,emotional
39,1,oddball_minus_one,tumor,12,4,emotional
39,0,oddball_minus_one,sufrimiento,13,2,emotional
39,1,oddball_minus_one,paraplejico,14,3,emotional
39,0,oddball_minus_one,masacre,16,6,emotional
39,1,oddball_minus_one,ahogado,17,6,emotional
39,1,oddball_minus_one,terrorista,20,4,emotional
39,0,oddball_minus_one,traidor,22,1,emotional
39,0,oddball_minus_one,asfixia,23,2,emotional
39,0,oddball_minus_one,hambruna,26,3,emotional
39,0,oddball_minus_one,morgue,27,6,emotional
39,1,oddball_minus_one,asesino,34,2,emotional
39,1,oddball_minus_one,nazi,36,6,emotional
39,1,oddball_minus_one,amputacion,38,3,emotional
39,0,oddball_minus_one,cancer,39,1,emotional
39,0,oddball_minus_one,sida,40,1,emotional
40,0,oddball_minus_one,amputacion,3,2,emotional
40,1,oddball_minus_one,nazi,6,4,emotional
40,1,oddball_minus_one,cancer,7,1,emotional
40,1,oddball_minus_one,morgue,9,4,emotional
40,0,oddball_minus_one,suicida,10,1,emotional
40,1,oddball_minus_one,asesino,11,4,emotional
40,1,oddball_minus_one,violacion,12,3,emotional
40,1,oddball_minus_one,masacre,13,1,emotional
40,0,oddball_minus_one,crimen,17,2,emotional
40,1,oddball_minus_one,hambruna,23,3,emotional
40,0,oddball_minus_one,tumor,24,6,emotional
40,0,oddball_minus_one,plaga,25,2,emotional
40,1,oddball_minus_one,sufrimiento,27,3,emotional
40,1,oddball_minus_one,ceguera,28,4,emotional
40,1,oddball_minus_one,traidor,30,6,emotional
40,1,oddball_minus_one,ahogado,31,3,emotional
40,0,oddball_minus_one,asfixia,34,1,emotional
40,0,oddball_minus_one,paraplejico,35,6,emotional
40,1,oddball_minus_one,sida,36,6,emotional
40,0,oddball_minus_one,terrorista,40,2,emotional
41,1,oddball_minus_one,traidor,3,2,emotional
41,0,oddball_minus_one,hambruna,4,6,emotional
41,0,oddball_minus_one,sida,5,1,emotional
41,1,oddball_minus_one,suicida,6,4,emotional
41,1,oddball_minus_one,tumor,7,1,emotional
41,0,oddball_minus_one,asesino,8,3,emotional
41,1,oddball_minus_one,masacre,9,2,emotional
41,1,oddball_minus_one,ceguera,10,6,emotional
41,1,oddball_minus_one,crimen,11,2,emotional
41,0,oddball_minus_one,plaga,12,1,emotional
41,0,oddball_minus_one,amputacion,16,2,emotional
41,0,oddball_minus_one,cancer,20,6,emotional
41,0,oddball_minus_one,violacion,22,4,emotional
41,1,oddball_minus_one,sufrimiento,25,4,emotional
41,0,oddball_minus_one,terrorista,28,3,emotional
41,0,oddball_minus_one,ahogado,32,6,emotional
41,1,oddball_minus_one,nazi,33,4,emotional
41,1,oddball_minus_one,paraplejico,34,3,emotional
41,1,oddball_minus_one,morgue,39,1,emotional
