subject,recall,item_who,word_who,list,soa,listtype
25,1,control_minus_one,norma,29,3,emotional
25,1,control_minus_one,concentraci�n,30,4,emotional
25,1,control_minus_one,actor,32,4,emotional
25,0,control_minus_one,creatividad,33,2,emotional
25,0,control_minus_one,almac�n,37,4,emotional
26,0,control_minus_one,panorama,1,1,emotional
26,0,control_minus_one,dedo,2,3,emotional
26,1,control_minus_one,congregaci�n,3,2,emotional
26,0,control_minus_one,pierna,4,2,emotional
26,0,control_minus_one,editor,5,6,emotional
26,1,control_minus_one,alimento,6,2,emotional
26,0,control_minus_one,armario,8,3,emotional
26,0,control_minus_one,regla,14,4,emotional
26,1,control_minus_one,qu�mico,15,4,emotional
26,1,control_minus_one,concierto,16,6,emotional
26,0,control_minus_one,lugare�o,19,1,emotional
26,0,control_minus_one,estanque,21,3,emotional
26,0,control_minus_one,vida,22,6,emotional
26,0,control_minus_one,branquias,24,3,emotional
26,0,control_minus_one,creatividad,25,1,emotional
26,1,control_minus_one,rascacielos,26,4,emotional
26,0,control_minus_one,individuo,28,2,emotional
26,0,control_minus_one,fuente,33,1,emotional
26,0,control_minus_one,gimnasio,35,6,emotional
26,1,control_minus_one,reflectante,40,4,emotional
27,1,control_minus_one,alimento,2,4,emotional
27,0,control_minus_one,roce,4,2,emotional
27,1,control_minus_one,canal,9,6,emotional
27,1,control_minus_one,nudillo,10,2,emotional
27,0,control_minus_one,crecimiento,11,2,emotional
27,0,control_minus_one,estadio,12,1,emotional
27,1,control_minus_one,cine,13,6,emotional
27,1,control_minus_one,transferencia,14,3,emotional
27,1,control_minus_one,actor,15,3,emotional
27,1,control_minus_one,luminoso,17,4,emotional
27,0,control_minus_one,regla,19,6,emotional
27,1,control_minus_one,novela,20,3,emotional
27,1,control_minus_one,brinco,21,4,emotional
27,1,control_minus_one,dep�sito,26,1,emotional
27,1,control_minus_one,raz�n,27,1,emotional
27,1,control_minus_one,ser,29,6,emotional
27,1,control_minus_one,inhalaci�n,30,3,emotional
27,0,control_minus_one,natal,32,1,emotional
27,0,control_minus_one,congregaci�n,36,2,emotional
27,0,control_minus_one,ejercicio,38,4,emotional
28,0,control_minus_one,contrato,1,2,emotional
28,1,control_minus_one,se�al,4,6,emotional
28,0,control_minus_one,sol,5,4,emotional
28,0,control_minus_one,campo,6,4,emotional
28,1,control_minus_one,viaje,7,1,emotional
28,0,control_minus_one,alpinista,9,6,emotional
28,1,control_minus_one,pantorrilla,12,6,emotional
28,0,control_minus_one,cuerpo,13,1,emotional
28,0,control_minus_one,contenedor,17,3,emotional
28,1,control_minus_one,sujeto,19,4,emotional
28,1,control_minus_one,aeropuerto,20,6,emotional
28,0,control_minus_one,biograf�a,22,1,emotional
28,1,control_minus_one,cerebro,23,3,emotional
28,0,control_minus_one,asamblea,25,2,emotional
28,1,control_minus_one,cine,26,2,emotional
28,1,control_minus_one,restaurante,28,3,emotional
28,0,control_minus_one,edificio,30,3,emotional
28,0,control_minus_one,branquias,35,2,emotional
28,1,control_minus_one,banquero,37,4,emotional
28,1,control_minus_one,agua,40,1,emotional
29,1,control_minus_one,cocinero,1,6,emotional
29,0,control_minus_one,amanecer,2,1,emotional
29,0,control_minus_one,importaci�n,4,3,emotional
29,1,control_minus_one,originario,7,6,emotional
29,1,control_minus_one,movimiento,13,6,emotional
29,0,control_minus_one,filosof�a,14,4,emotional
29,0,control_minus_one,costa,15,2,emotional
29,0,control_minus_one,festival,16,1,emotional
29,1,control_minus_one,envase,17,6,emotional
29,0,control_minus_one,ventana,18,3,emotional
29,0,control_minus_one,grupo,19,2,emotional
29,1,control_minus_one,individuo,21,3,emotional
29,0,control_minus_one,panorama,23,4,emotional
29,0,control_minus_one,editor,24,2,emotional
29,0,control_minus_one,regla,25,3,emotional
29,0,control_minus_one,campo,26,4,emotional
29,0,control_minus_one,ventilaci�n,27,2,emotional
29,0,control_minus_one,superficie,28,1,emotional
29,0,control_minus_one,mu�eca,29,1,emotional
29,0,control_minus_one,abogado,40,4,emotional
30,0,control_minus_one,restaurante,1,1,emotional
30,0,control_minus_one,cadera,2,2,emotional
30,1,control_minus_one,visi�n,6,3,emotional
30,0,control_minus_one,mantenimiento,7,4,emotional
30,1,control_minus_one,emisor,8,6,emotional
30,1,control_minus_one,ambiente,10,1,emotional
30,1,control_minus_one,d�a,11,3,emotional
30,1,control_minus_one,persona,13,4,emotional
30,0,control_minus_one,estadio,14,1,emotional
30,0,control_minus_one,ferri,16,2,emotional
30,0,control_minus_one,consenso,21,3,emotional
30,1,control_minus_one,grupo,23,6,emotional
30,0,control_minus_one,abogado,27,4,emotional
30,1,control_minus_one,envase,30,3,emotional
30,1,control_minus_one,extranjero,31,4,emotional
30,1,control_minus_one,nervio,34,6,emotional
30,1,control_minus_one,inhalaci�n,35,6,emotional
30,0,control_minus_one,meditaci�n,37,1,emotional
30,0,control_minus_one,altura,38,2,emotional
30,0,control_minus_one,capitulo,39,2,emotional
31,1,control_minus_one,permiso,3,2,emotional
31,0,control_minus_one,intercambio,4,6,emotional
31,0,control_minus_one,aeropuerto,5,1,emotional
31,0,control_minus_one,textura,7,1,emotional
31,0,control_minus_one,trama,10,1,emotional
31,0,control_minus_one,luz,13,3,emotional
31,0,control_minus_one,neurona,15,1,emotional
31,1,control_minus_one,cauce,17,6,emotional
31,1,control_minus_one,puente,18,3,emotional
31,0,control_minus_one,lupa,19,4,emotional
31,0,control_minus_one,naturaleza,20,6,emotional
31,1,control_minus_one,boca,21,4,emotional
31,1,control_minus_one,buffet,23,4,emotional
31,0,control_minus_one,individuo,28,3,emotional
31,0,control_minus_one,almac�n,32,2,emotional
31,1,control_minus_one,natal,33,2,emotional
31,1,control_minus_one,corredor,36,4,emotional
31,0,control_minus_one,mano,38,6,emotional
31,0,control_minus_one,comunidad,39,3,emotional
31,0,control_minus_one,contable,40,2,emotional
32,0,control_minus_one,tobillo,1,4,emotional
32,0,control_minus_one,contable,2,1,emotional
32,0,control_minus_one,texto,3,3,emotional
32,1,control_minus_one,sensibilidad,5,3,emotional
32,1,control_minus_one,se�al,10,2,emotional
32,1,control_minus_one,lupa,11,2,emotional
32,1,control_minus_one,asamblea,13,2,emotional
32,0,control_minus_one,persona,14,6,emotional
32,0,control_minus_one,estanque,16,1,emotional
32,1,control_minus_one,contenedor,17,4,emotional
32,0,control_minus_one,vapor,22,1,emotional
32,0,control_minus_one,tejado,24,1,emotional
32,1,control_minus_one,cena,25,6,emotional
32,1,control_minus_one,legislaci�n,26,3,emotional
32,1,control_minus_one,chispa,34,6,emotional
32,1,control_minus_one,atm�sfera,35,4,emotional
32,0,control_minus_one,aer�bic,36,4,emotional
32,1,control_minus_one,encuentro,37,2,emotional
32,0,control_minus_one,pasaporte,38,3,emotional
32,0,control_minus_one,cr�neo,40,6,emotional
33,0,control_minus_one,ciclista,2,3,emotional
33,0,control_minus_one,mar,7,1,emotional
33,0,control_minus_one,video,8,4,emotional
33,0,control_minus_one,sensibilidad,10,1,emotional
33,1,control_minus_one,trabajo,11,4,emotional
33,0,control_minus_one,congreso,13,2,emotional
33,1,control_minus_one,inmigraci�n,15,6,emotional
33,0,control_minus_one,altillo,16,4,emotional
33,0,control_minus_one,novela,18,3,emotional
33,0,control_minus_one,intercambio,19,1,emotional
33,0,control_minus_one,contrato,22,2,emotional
33,1,control_minus_one,reflectante,23,2,emotional
33,1,control_minus_one,nevera,24,1,emotional
33,0,control_minus_one,hombro,26,3,emotional
33,1,control_minus_one,brisa,28,2,emotional
33,1,control_minus_one,terminal,29,6,emotional
33,1,control_minus_one,cocinero,30,6,emotional
33,0,control_minus_one,ambiente,34,4,emotional
33,1,control_minus_one,compa�ero,35,3,emotional
33,1,control_minus_one,ingenio,36,6,emotional
34,1,control_minus_one,libro,2,4,emotional
34,1,control_minus_one,panorama,3,4,emotional
34,1,control_minus_one,pasajero,4,6,emotional
34,0,control_minus_one,ba�l,7,3,emotional
34,1,control_minus_one,norma,9,4,emotional
34,0,control_minus_one,articulaci�n,10,3,emotional
34,1,control_minus_one,transacci�n,12,1,emotional
34,1,control_minus_one,asamblea,14,4,emotional
34,1,control_minus_one,imaginaci�n,15,6,emotional
34,1,control_minus_one,piel,21,2,emotional
34,0,control_minus_one,edificio,24,1,emotional
34,1,control_minus_one,extranjero,25,6,emotional
34,1,control_minus_one,soplo,26,2,emotional
34,1,control_minus_one,piscina,30,1,emotional
34,1,control_minus_one,comida,31,2,emotional
34,1,control_minus_one,campo,33,6,emotional
34,0,control_minus_one,sujeto,35,3,emotional
34,0,control_minus_one,destello,38,1,emotional
34,0,control_minus_one,ejercicio,39,2,emotional
34,1,control_minus_one,abogado,40,3,emotional
35,1,control_minus_one,cine,1,4,emotional
35,1,control_minus_one,cuento,2,4,emotional
35,0,control_minus_one,ventana,3,1,emotional
35,1,control_minus_one,cena,8,2,emotional
35,1,control_minus_one,socio,10,3,emotional
35,0,control_minus_one,arroyo,11,1,emotional
35,1,control_minus_one,contacto,13,3,emotional
35,0,control_minus_one,caminata,14,1,emotional
35,0,control_minus_one,f�sico,18,2,emotional
35,1,control_minus_one,amanecer,19,4,emotional
35,0,control_minus_one,viaje,20,2,emotional
35,0,control_minus_one,regla,21,3,emotional
35,0,control_minus_one,inteligencia,22,6,emotional
35,1,control_minus_one,emisor,26,2,emotional
35,1,control_minus_one,avi�n,32,3,emotional
35,0,control_minus_one,animal,34,4,emotional
35,1,control_minus_one,hombro,35,6,emotional
35,1,control_minus_one,ba�l,37,6,emotional
35,1,control_minus_one,branquias,38,6,emotional
35,0,control_minus_one,reuni�n,40,1,emotional
36,0,control_minus_one,metro,1,2,emotional
36,1,control_minus_one,simposio,6,6,emotional
36,1,control_minus_one,cuerpo,8,3,emotional
36,0,control_minus_one,individuo,11,1,emotional
36,1,control_minus_one,aprendiz,12,2,emotional
36,0,control_minus_one,crecimiento,14,3,emotional
36,0,control_minus_one,lago,15,3,emotional
36,0,control_minus_one,mano,16,1,emotional
36,0,control_minus_one,patriotismo,17,1,emotional
36,1,control_minus_one,restaurante,18,4,emotional
36,1,control_minus_one,trastero,19,2,emotional
36,0,control_minus_one,pulm�n,23,6,emotional
36,0,control_minus_one,chispa,24,6,emotional
36,1,control_minus_one,fotograf�a,26,4,emotional
36,0,control_minus_one,contrato,29,6,emotional
36,0,control_minus_one,comunicaci�n,31,1,emotional
36,1,control_minus_one,altillo,32,4,emotional
36,0,control_minus_one,cabeza,35,2,emotional
36,0,control_minus_one,ciclista,36,4,emotional
36,1,control_minus_one,protagonista,39,3,emotional
37,0,control_minus_one,caja,4,4,emotional
37,0,control_minus_one,hombre,6,3,emotional
37,1,control_minus_one,idioma,10,6,emotional
37,1,control_minus_one,correo,11,1,emotional
37,0,control_minus_one,energ�a,13,4,emotional
37,1,control_minus_one,inhalaci�n,14,3,emotional
37,1,control_minus_one,empleo,15,4,emotional
37,0,control_minus_one,muslo,16,2,emotional
37,1,control_minus_one,cauce,17,4,emotional
37,0,control_minus_one,campo,19,6,emotional
37,0,control_minus_one,teatro,20,1,emotional
37,1,control_minus_one,bocata,25,6,emotional
37,1,control_minus_one,cr�neo,26,3,emotional
37,0,control_minus_one,texto,27,1,emotional
37,1,control_minus_one,mantenimiento,28,2,emotional
37,0,control_minus_one,brinco,30,2,emotional
37,0,control_minus_one,pauta,32,2,emotional
37,1,control_minus_one,visi�n,34,6,emotional
37,1,control_minus_one,simposio,35,1,emotional
37,0,control_minus_one,textura,37,3,emotional
38,0,control_minus_one,visi�n,2,6,emotional
38,0,control_minus_one,protagonista,5,2,emotional
38,1,control_minus_one,teatro,7,1,emotional
38,1,control_minus_one,vocaci�n,10,3,emotional
38,1,control_minus_one,invitados,11,3,emotional
38,1,control_minus_one,meditaci�n,12,4,emotional
38,0,control_minus_one,altura,13,4,emotional
38,0,control_minus_one,intercambio,18,3,emotional
38,0,control_minus_one,alimento,19,6,emotional
38,1,control_minus_one,carrera,20,6,emotional
38,1,control_minus_one,brisa,22,2,emotional
38,0,control_minus_one,codo,26,3,emotional
38,1,control_minus_one,pauta,27,1,emotional
38,1,control_minus_one,humanidad,28,2,emotional
38,1,control_minus_one,cuerpo,29,4,emotional
38,0,control_minus_one,esplendor,31,1,emotional
38,0,control_minus_one,viaje,33,2,emotional
38,0,control_minus_one,compa�ero,34,4,emotional
38,1,control_minus_one,estanque,36,6,emotional
38,0,control_minus_one,bote,38,1,emotional
39,1,control_minus_one,rascacielos,4,2,emotional
39,1,control_minus_one,observador,5,4,emotional
39,1,control_minus_one,humanidad,6,3,emotional
39,0,control_minus_one,norma,9,1,emotional
39,0,control_minus_one,ficci�n,11,4,emotional
39,1,control_minus_one,meditaci�n,12,4,emotional
39,0,control_minus_one,dedo,13,2,emotional
39,0,control_minus_one,caminata,14,3,emotional
39,0,control_minus_one,reuni�n,16,6,emotional
39,1,control_minus_one,arroyo,17,6,emotional
39,0,control_minus_one,festival,20,4,emotional
39,1,control_minus_one,colega,22,1,emotional
39,1,control_minus_one,aire,23,2,emotional
39,1,control_minus_one,sopa,26,3,emotional
39,1,control_minus_one,caja,27,6,emotional
39,1,control_minus_one,aprendiz,34,2,emotional
39,1,control_minus_one,lugare�o,36,6,emotional
39,1,control_minus_one,cadera,38,3,emotional
39,0,control_minus_one,esplendor,39,1,emotional
39,0,control_minus_one,se�al,40,1,emotional
40,1,control_minus_one,muslo,3,2,emotional
40,0,control_minus_one,natal,6,4,emotional
40,1,control_minus_one,luz,7,1,emotional
40,1,control_minus_one,casillero,9,4,emotional
40,0,control_minus_one,rascacielos,10,1,emotional
40,1,control_minus_one,contable,11,4,emotional
40,0,control_minus_one,instrucci�n,12,3,emotional
40,1,control_minus_one,comunidad,13,1,emotional
40,0,control_minus_one,libro,17,2,emotional
40,1,control_minus_one,restaurante,23,3,emotional
40,0,control_minus_one,raz�n,24,6,emotional
40,1,control_minus_one,vida,25,2,emotional
40,1,control_minus_one,superficie,27,3,emotional
40,1,control_minus_one,video,28,4,emotional
40,1,control_minus_one,mujer,30,6,emotional
40,0,control_minus_one,arroyo,31,3,emotional
40,1,control_minus_one,pulm�n,34,1,emotional
40,1,control_minus_one,deporte,35,6,emotional
40,0,control_minus_one,comunicaci�n,36,6,emotional
40,0,control_minus_one,festival,40,2,emotional
41,0,control_minus_one,sujeto,3,2,emotional
41,1,control_minus_one,sopa,4,6,emotional
41,1,control_minus_one,destinatario,5,1,emotional
41,0,control_minus_one,altillo,6,4,emotional
41,1,control_minus_one,cr�neo,7,1,emotional
41,0,control_minus_one,empleo,8,3,emotional
41,0,control_minus_one,reuni�n,9,2,emotional
41,1,control_minus_one,visi�n,10,6,emotional
41,1,control_minus_one,capitulo,11,2,emotional
41,1,control_minus_one,vida,12,1,emotional
41,1,control_minus_one,pantorrilla,16,2,emotional
41,1,control_minus_one,energ�a,20,6,emotional
41,0,control_minus_one,contrato,22,4,emotional
41,1,control_minus_one,sensaci�n,25,4,emotional
41,1,control_minus_one,estadio,28,3,emotional
41,0,control_minus_one,cauce,32,6,emotional
41,1,control_minus_one,visado,33,4,emotional
41,0,control_minus_one,aer�bic,34,3,emotional
41,0,control_minus_one,consigna,39,1,emotional
41,0,control_minus_one,branquias,40,3,emotional
42,1,control_minus_one,tejado,1,2,emotional
42,0,control_minus_one,avi�n,3,4,emotional
42,1,control_minus_one,luz,5,6,emotional
42,0,control_minus_one,buffet,6,4,emotional
42,0,control_minus_one,intercambio,8,3,emotional
42,1,control_minus_one,invitados,15,2,emotional
42,1,control_minus_one,observador,16,2,emotional
42,1,control_minus_one,visitante,19,6,emotional
42,0,control_minus_one,hombro,22,3,emotional
42,0,control_minus_one,ficci�n,23,6,emotional
42,0,control_minus_one,regla,27,1,emotional
42,1,control_minus_one,universo,28,1,emotional
42,0,control_minus_one,mujer,29,3,emotional
42,1,control_minus_one,contacto,30,4,emotional
42,1,control_minus_one,trastero,31,1,emotional
42,0,control_minus_one,gimnasio,33,3,emotional
42,1,control_minus_one,oxigeno,35,6,emotional
42,1,control_minus_one,agua,36,4,emotional
42,0,control_minus_one,f�sico,37,1,emotional
42,0,control_minus_one,cr�neo,40,2,emotional
43,1,control_minus_one,viaje,1,4,emotional
43,1,control_minus_one,qu�mico,2,3,emotional
43,1,control_minus_one,viento,3,6,emotional
43,0,control_minus_one,consigna,4,3,emotional
43,1,control_minus_one,regla,5,6,emotional
43,1,control_minus_one,roce,8,1,emotional
43,0,control_minus_one,bajada,14,4,emotional
43,0,control_minus_one,continuaci�n,17,1,emotional
43,0,control_minus_one,corredor,19,1,emotional
43,1,control_minus_one,cine,22,3,emotional
43,0,control_minus_one,codo,24,4,emotional
43,1,control_minus_one,aeropuerto,26,6,emotional
43,1,control_minus_one,dama,28,2,emotional
43,0,control_minus_one,invitados,30,4,emotional
43,1,control_minus_one,amanecer,31,2,emotional
43,1,control_minus_one,filosof�a,33,6,emotional
43,1,control_minus_one,cauce,35,2,emotional
43,1,control_minus_one,transacci�n,36,3,emotional
43,0,control_minus_one,cocina,37,1,emotional
43,0,control_minus_one,humanidad,39,2,emotional
44,0,control_minus_one,pantorrilla,1,3,emotional
44,0,control_minus_one,merienda,2,2,emotional
44,1,control_minus_one,compa�ero,4,2,emotional
44,0,control_minus_one,mantenimiento,6,1,emotional
44,1,control_minus_one,cabeza,8,6,emotional
44,1,control_minus_one,amanecer,9,4,emotional
44,1,control_minus_one,p�blico,12,4,emotional
44,1,control_minus_one,brisa,16,6,emotional
44,0,control_minus_one,lupa,19,1,emotional
44,0,control_minus_one,lago,20,1,emotional
44,1,control_minus_one,nevera,24,6,emotional
44,0,control_minus_one,naturaleza,25,3,emotional
44,1,control_minus_one,nervio,27,3,emotional
44,0,control_minus_one,contrato,28,4,emotional
44,0,control_minus_one,edificio,30,2,emotional
44,0,control_minus_one,capitulo,31,1,emotional
44,0,control_minus_one,dialogo,32,2,emotional
44,1,control_minus_one,cultura,35,3,emotional
44,0,control_minus_one,importaci�n,38,6,emotional
44,1,control_minus_one,banquero,39,4,emotional
45,1,control_minus_one,se�al,4,4,emotional
45,0,control_minus_one,tejado,5,3,emotional
45,1,control_minus_one,biograf�a,7,4,emotional
45,0,control_minus_one,corredor,12,3,emotional
45,0,control_minus_one,cena,13,1,emotional
45,1,control_minus_one,qu�mico,14,1,emotional
45,1,control_minus_one,universo,16,6,emotional
45,1,control_minus_one,roce,18,4,emotional
45,1,control_minus_one,costa,20,3,emotional
45,1,control_minus_one,relaci�n,21,1,emotional
45,0,control_minus_one,meditaci�n,22,2,emotional
45,1,control_minus_one,vapor,23,3,emotional
45,1,control_minus_one,video,24,6,emotional
45,1,control_minus_one,metro,27,6,emotional
45,1,control_minus_one,consenso,28,4,emotional
45,0,control_minus_one,nacionalidad,30,6,emotional
45,0,control_minus_one,trastero,32,2,emotional
45,0,control_minus_one,dialogo,34,1,emotional
45,0,control_minus_one,mu�eca,37,2,emotional
45,1,control_minus_one,reflectante,40,2,emotional
46,1,control_minus_one,observador,4,3,emotional
46,1,control_minus_one,comida,8,1,emotional
46,0,control_minus_one,gente,10,6,emotional
46,0,control_minus_one,transacci�n,11,3,emotional
46,0,control_minus_one,roce,12,1,emotional
46,0,control_minus_one,puente,13,4,emotional
46,1,control_minus_one,actor,15,3,emotional
46,1,control_minus_one,rio,17,6,emotional
46,0,control_minus_one,neurona,19,4,emotional
46,0,control_minus_one,biograf�a,20,6,emotional
46,0,control_minus_one,caminata,22,1,emotional
46,1,control_minus_one,codo,25,2,emotional
46,0,control_minus_one,consigna,28,6,emotional
46,1,control_minus_one,sujeto,29,2,emotional
46,0,control_minus_one,aeropuerto,31,2,emotional
46,1,control_minus_one,consenso,32,1,emotional
46,0,control_minus_one,oxigeno,34,4,emotional
46,1,control_minus_one,luz,35,3,emotional
46,1,control_minus_one,visitante,36,2,emotional
46,1,control_minus_one,animal,40,4,emotional
47,0,control_minus_one,receptor,3,4,emotional
47,1,control_minus_one,nervio,5,4,emotional
47,1,control_minus_one,ferri,6,3,emotional
47,0,control_minus_one,meditaci�n,14,1,emotional
47,1,control_minus_one,armario,15,6,emotional
47,0,control_minus_one,nudillo,16,2,emotional
47,1,control_minus_one,tr�fico,17,6,emotional
47,1,control_minus_one,caminata,21,3,emotional
47,0,control_minus_one,nacionalidad,23,4,emotional
47,0,control_minus_one,actor,26,1,emotional
47,0,control_minus_one,humanidad,28,2,emotional
47,0,control_minus_one,resoluci�n,29,2,emotional
47,1,control_minus_one,eclipse,30,6,emotional
47,1,control_minus_one,soplo,31,1,emotional
47,1,control_minus_one,buffet,32,2,emotional
47,0,control_minus_one,protagonista,34,1,emotional
47,0,control_minus_one,ojo,36,6,emotional
47,0,control_minus_one,tejado,38,3,emotional
47,0,control_minus_one,hombre,39,4,emotional
47,0,control_minus_one,dialogo,40,3,emotional
48,0,control_minus_one,criatura,1,1,emotional
48,0,control_minus_one,arroyo,2,1,emotional
48,0,control_minus_one,viaje,3,2,emotional
48,0,control_minus_one,ojo,5,3,emotional
48,0,control_minus_one,cadera,6,4,emotional
48,0,control_minus_one,novela,7,1,emotional
48,0,control_minus_one,ley,10,3,emotional
48,1,control_minus_one,movimiento,11,4,emotional
48,0,control_minus_one,avi�n,13,2,emotional
48,0,control_minus_one,soplo,15,2,emotional
48,1,control_minus_one,puente,19,4,emotional
48,0,control_minus_one,ingenio,21,6,emotional
48,0,control_minus_one,bote,22,6,emotional
48,1,control_minus_one,aprendiz,25,3,emotional
48,0,control_minus_one,concentraci�n,26,1,emotional
48,1,control_minus_one,restaurante,27,3,emotional
48,0,control_minus_one,piel,31,4,emotional
48,1,control_minus_one,fuente,32,2,emotional
48,0,control_minus_one,compa�ero,33,6,emotional
48,1,control_minus_one,chispa,38,6,emotional
49,0,control_minus_one,terminal,2,1,emotional
49,1,control_minus_one,viaje,4,4,emotional
49,1,control_minus_one,invitados,6,1,emotional
49,1,control_minus_one,cima,7,6,emotional
49,1,control_minus_one,mu�eca,10,3,emotional
49,0,control_minus_one,filosof�a,11,3,emotional
49,1,control_minus_one,inhalaci�n,12,4,emotional
49,1,control_minus_one,esplendor,14,3,emotional
49,1,control_minus_one,dep�sito,15,1,emotional
49,1,control_minus_one,cuento,17,6,emotional
49,1,control_minus_one,mirada,18,6,emotional
49,0,control_minus_one,gimnasio,21,4,emotional
49,1,control_minus_one,declaraci�n,22,2,emotional
49,0,control_minus_one,persona,25,1,emotional
49,1,control_minus_one,lago,29,2,emotional
49,1,control_minus_one,qu�mico,30,2,emotional
49,1,control_minus_one,terciopelo,34,2,emotional
49,0,control_minus_one,transferencia,36,6,emotional
49,0,control_minus_one,comida,38,3,emotional
49,0,control_minus_one,atm�sfera,39,4,emotional
50,0,control_minus_one,puente,2,4,emotional
50,0,control_minus_one,creatividad,4,4,emotional
50,1,control_minus_one,cuerpo,7,2,emotional
50,0,control_minus_one,cauce,10,1,emotional
50,0,control_minus_one,encuentro,11,3,emotional
50,0,control_minus_one,merienda,16,1,emotional
50,0,control_minus_one,nariz,17,3,emotional
50,1,control_minus_one,movimiento,20,2,emotional
50,0,control_minus_one,inmigraci�n,21,1,emotional
50,1,control_minus_one,envase,22,4,emotional
50,0,control_minus_one,receptor,24,1,emotional
50,1,control_minus_one,extremidad,25,2,emotional
50,1,control_minus_one,evoluci�n,26,4,emotional
50,1,control_minus_one,visi�n,27,3,emotional
50,1,control_minus_one,libro,28,6,emotional
50,0,control_minus_one,reflectante,29,3,emotional
50,1,control_minus_one,congregaci�n,30,2,emotional
50,0,control_minus_one,contable,32,6,emotional
50,0,control_minus_one,socio,38,6,emotional
50,0,control_minus_one,resoluci�n,39,6,emotional
51,1,control_minus_one,transacci�n,1,3,emotional
51,0,control_minus_one,inteligencia,4,3,emotional
51,1,control_minus_one,ser,5,6,emotional
51,1,control_minus_one,agua,7,1,emotional
51,1,control_minus_one,casillero,8,1,emotional
51,0,control_minus_one,ventana,13,4,emotional
51,0,control_minus_one,oxigeno,15,1,emotional
51,1,control_minus_one,p�blico,16,6,emotional
51,1,control_minus_one,sopa,17,6,emotional
51,1,control_minus_one,nervio,18,2,emotional
51,0,control_minus_one,visado,22,1,emotional
51,1,control_minus_one,mano,25,4,emotional
51,1,control_minus_one,ocupaci�n,26,3,emotional
51,1,control_minus_one,ojeada,28,4,emotional
51,0,control_minus_one,ambiente,29,4,emotional
51,1,control_minus_one,deporte,33,2,emotional
51,0,control_minus_one,asamblea,35,3,emotional
51,0,control_minus_one,novela,37,6,emotional
51,0,control_minus_one,estrella,38,2,emotional
51,1,control_minus_one,decisi�n,40,2,emotional
52,0,control_minus_one,aire,2,1,emotional
52,0,control_minus_one,dialogo,5,6,emotional
52,0,control_minus_one,ejercicio,8,4,emotional
52,0,control_minus_one,receptor,9,1,emotional
52,0,control_minus_one,cine,10,2,emotional
52,0,control_minus_one,protagonista,13,6,emotional
52,1,control_minus_one,mu�eca,14,2,emotional
52,1,control_minus_one,puente,16,2,emotional
52,0,control_minus_one,lugare�o,18,4,emotional
52,1,control_minus_one,crecimiento,20,3,emotional
52,0,control_minus_one,mujer,22,4,emotional
52,1,control_minus_one,creatividad,26,6,emotional
52,1,control_minus_one,resoluci�n,28,3,emotional
52,1,control_minus_one,dedo,29,1,emotional
52,1,control_minus_one,dep�sito,30,3,emotional
52,0,control_minus_one,sopa,31,6,emotional
52,1,control_minus_one,profesi�n,32,1,emotional
52,1,control_minus_one,estanque,37,2,emotional
52,1,control_minus_one,estrella,39,4,emotional
52,1,control_minus_one,terminal,40,3,emotional
53,1,control_minus_one,tobillo,2,1,emotional
53,1,control_minus_one,cena,4,3,emotional
53,0,control_minus_one,luminoso,5,1,emotional
53,1,control_minus_one,campo,6,4,emotional
53,1,control_minus_one,contrato,7,3,emotional
53,0,control_minus_one,corredor,9,6,emotional
53,0,control_minus_one,lancha,11,6,emotional
53,1,control_minus_one,inteligencia,15,3,emotional
53,0,control_minus_one,contable,17,6,emotional
53,1,control_minus_one,acompa�ante,18,3,emotional
53,1,control_minus_one,historia,19,6,emotional
53,0,control_minus_one,ba�l,21,1,emotional
53,1,control_minus_one,gente,22,2,emotional
53,1,control_minus_one,brisa,25,4,emotional
53,0,control_minus_one,terciopelo,27,2,emotional
53,0,control_minus_one,observador,28,2,emotional
53,0,control_minus_one,patriotismo,33,4,emotional
53,0,control_minus_one,terminal,35,2,emotional
53,0,control_minus_one,altura,37,1,emotional
53,0,control_minus_one,comunicaci�n,38,4,emotional
54,0,control_minus_one,textura,1,4,emotional
54,1,control_minus_one,contrato,3,3,emotional
54,1,control_minus_one,ventilaci�n,5,1,emotional
54,0,control_minus_one,f�sico,7,6,emotional
54,1,control_minus_one,aer�bic,9,2,emotional
54,0,control_minus_one,raz�n,12,3,emotional
54,1,control_minus_one,crecimiento,13,2,emotional
54,1,control_minus_one,luz,15,4,emotional
54,1,control_minus_one,comida,16,6,emotional
54,1,control_minus_one,hombre,17,4,emotional
54,1,control_minus_one,vista,18,3,emotional
54,1,control_minus_one,capitulo,19,6,emotional
54,0,control_minus_one,estanque,24,1,emotional
54,0,control_minus_one,dialogo,27,4,emotional
54,1,control_minus_one,transferencia,28,2,emotional
54,1,control_minus_one,concierto,31,3,emotional
54,0,control_minus_one,inmigraci�n,32,1,emotional
54,1,control_minus_one,consigna,33,6,emotional
54,0,control_minus_one,mano,34,1,emotional
54,0,control_minus_one,tejado,40,2,emotional
55,0,control_minus_one,edificio,3,4,emotional
55,1,control_minus_one,terminal,4,4,emotional
55,0,control_minus_one,vocaci�n,5,3,emotional
55,0,control_minus_one,observador,8,6,emotional
55,1,control_minus_one,desayuno,13,6,emotional
55,1,control_minus_one,codo,17,4,emotional
55,0,control_minus_one,novela,20,1,emotional
55,0,control_minus_one,esplendor,22,1,emotional
55,0,control_minus_one,deporte,23,3,emotional
